"GEO_ID","NAME","B27010_001E","B27010_001M","B27010_002E","B27010_002M","B27010_003E","B27010_003M","B27010_004E","B27010_004M","B27010_005E","B27010_005M","B27010_006E","B27010_006M","B27010_007E","B27010_007M","B27010_008E","B27010_008M","B27010_009E","B27010_009M","B27010_010E","B27010_010M","B27010_011E","B27010_011M","B27010_012E","B27010_012M","B27010_013E","B27010_013M","B27010_014E","B27010_014M","B27010_015E","B27010_015M","B27010_016E","B27010_016M","B27010_017E","B27010_017M","B27010_018E","B27010_018M","B27010_019E","B27010_019M","B27010_020E","B27010_020M","B27010_021E","B27010_021M","B27010_022E","B27010_022M","B27010_023E","B27010_023M","B27010_024E","B27010_024M","B27010_025E","B27010_025M","B27010_026E","B27010_026M","B27010_027E","B27010_027M","B27010_028E","B27010_028M","B27010_029E","B27010_029M","B27010_030E","B27010_030M","B27010_031E","B27010_031M","B27010_032E","B27010_032M","B27010_033E","B27010_033M","B27010_034E","B27010_034M","B27010_035E","B27010_035M","B27010_036E","B27010_036M","B27010_037E","B27010_037M","B27010_038E","B27010_038M","B27010_039E","B27010_039M","B27010_040E","B27010_040M","B27010_041E","B27010_041M","B27010_042E","B27010_042M","B27010_043E","B27010_043M","B27010_044E","B27010_044M","B27010_045E","B27010_045M","B27010_046E","B27010_046M","B27010_047E","B27010_047M","B27010_048E","B27010_048M","B27010_049E","B27010_049M","B27010_050E","B27010_050M","B27010_051E","B27010_051M","B27010_052E","B27010_052M","B27010_053E","B27010_053M","B27010_054E","B27010_054M","B27010_055E","B27010_055M","B27010_056E","B27010_056M","B27010_057E","B27010_057M","B27010_058E","B27010_058M","B27010_059E","B27010_059M","B27010_060E","B27010_060M","B27010_061E","B27010_061M","B27010_062E","B27010_062M","B27010_063E","B27010_063M","B27010_064E","B27010_064M","B27010_065E","B27010_065M","B27010_066E","B27010_066M",
"0400000US16","Idaho","1764911","1043","474852","2934","422023","6366","228834","9583","36139","5199","407","338","149933","9145","6710","2388","0","204","29260","4598","5084","1795","44","77","952","702","2078","972","245","398","20857","3743","23569","3631","366603","3672","271347","6370","204898","7668","35635","3643","1079","525","24204","3471","3863","1282","1668","671","20453","2810","6024","1676","408","357","1344","546","2006","884","360","377","10311","2030","74803","5460","639586","3150","487396","7401","363406","8273","80296","6184","9013","1390","24611","3084","6007","1604","4063","1151","60542","5323","10213","2050","3496","1012","2593","811","11492","1703","3960","1341","2175","992","26613","3675","91648","6407","283870","1974","91106","4822","4749","1019","377","269","85826","4581","0","204","154","186","191589","4865","183","160","33216","3560","72656","4369","10881","1323","0","204","10162","1300","64491","3788","1175","505",
"0400000US17","Illinois","12488377","2547","2981525","6494","2730754","11968","1637148","22903","115052","7585","7542","2827","949947","21460","20767","4251","298","352","130732","6891","28994","3260","1127","607","5331","1523","5495","1692","673","647","89112","6792","120039","8631","2686143","8476","2245530","12683","1655641","15463","195682","8853","10810","2405","368608","12738","10754","2069","4035","1155","108743","5869","44131","3131","1967","848","10362","1808","6099","1409","2035","1138","44149","3620","331870","11635","4839031","7117","4067338","16975","3136493","20865","329296","10326","86599","4488","481994","12514","17986","2129","14970","1932","317002","11152","88378","5314","25186","2364","13487","1714","71379","5220","10879","1832","7672","1655","100021","5801","454691","14458","1981678","3948","693443","10227","65970","3703","9359","1827","616747","10006","229","184","1138","534","1271544","11227","2717","949","371985","9078","436513","9915","128954","5704","62","92","36055","2856","295258","7555","16691","2696",
"0400000US18","Indiana","6631529","1184","1663849","5377","1452317","11032","894265","15088","62826","5984","4563","1752","475041","14286","14343","3142","1279","1405","92749","6946","17582","3139","531","299","3900","1269","5291","1883","254","266","65191","5932","118783","9328","1421604","7137","1144038","11408","864678","12348","88848","5859","3682","1128","174559","7842","8121","1704","4150","1344","74103","5408","28381","3450","1115","581","8562","1733","4855","1609","885","489","30305","2828","203463","8019","2498398","6282","2050164","12063","1596890","13793","153277","7050","52918","3587","222506","9701","12010","2024","12563","1899","196948","7268","39214","3078","14104","1821","10133","1520","55561","4141","5703","1291","4748","1029","67485","4225","251286","10230","1047678","3111","359124","8987","22064","2300","2194","874","333813","8969","80","118","973","814","683650","9078","574","314","174543","6977","256416","8467","57967","4104","0","201","24988","2328","169162","6760","4904","1402",
"0400000US19","Iowa","3111914","664","765322","4042","685145","7021","416212","10941","28650","3424","1048","490","233454","10077","5565","1369","216","223","57826","4947","9010","1825","457","334","1257","941","3665","1550","967","1345","42470","4056","22351","3616","655837","4203","552145","6862","416555","8668","39142","2978","985","399","90758","4625","3858","1097","847","425","43835","4029","13543","1945","514","378","4388","1275","2024","969","1170","1162","22196","2774","59857","5211","1159250","4040","985821","7602","769787","11025","81824","4580","14148","1974","107417","4691","5945","1150","6700","1477","101542","5119","21469","2473","5128","1144","3935","828","23931","2446","4610","1105","3701","800","38768","3497","71887","4945","531505","1906","159729","5728","9726","1521","1213","406","148577","5522","76","129","137","133","369809","5712","274","220","67762","3864","172880","4802","25396","2975","0","165","13283","1697","90214","4532","1967","719",
"0400000US20","Kansas","2851831","2523","739651","3536","645376","6827","403838","8482","34551","3733","672","407","186875","7810","19375","3364","65","108","51239","4756","10687","2395","675","532","941","578","8522","2087","284","316","30130","3879","43036","5054","607286","5183","472239","6741","375326","8172","48561","3993","996","599","34786","3030","10697","1639","1873","839","39195","3694","16692","2357","260","170","3574","922","5221","1397","285","283","13163","2054","95852","5353","1044870","4389","828084","8559","673576","9410","82348","5000","15323","1789","39593","3932","12594","1721","4650","896","96007","5784","24554","2903","5611","1360","5220","955","18636","2155","5233","1111","1949","682","34804","3155","120779","6192","460024","2472","140952","6085","10009","1387","1836","655","128705","5863","112","116","290","235","316347","6427","293","178","55472","3744","141806","4803","20173","2234","106","139","9266","1454","89231","3829","2725","1035",
"0400000US21","Kentucky","4384896","1584","1058586","5180","953429","8620","475755","13624","40901","4823","2752","1207","418248","13510","15108","2666","665","678","60066","5232","8450","1707","369","296","3711","1365","3434","1082","460","470","43642","4568","45091","4805","907647","5866","750282","8835","489309","9751","48093","3970","4982","1538","192684","8182","12738","2371","2476","900","51686","3715","15526","2222","633","406","7022","1556","3684","1261","927","480","23894","2708","105679","7222","1687149","5327","1379221","8707","947401","12439","90825","4984","64985","4319","251280","9064","14861","2056","9869","2012","178251","8197","24411","2536","14080","1783","8713","1835","56889","4292","5856","1592","4808","1139","63494","4192","129677","6552","731514","3401","217608","6990","11281","1704","1316","534","204614","7213","90","98","307","282","511790","7827","455","341","133681","5609","151860","6627","57974","4282","177","188","23161","2249","144482","5673","2116","717",
"0400000US22","Louisiana","4539690","2739","1148751","5446","1038568","11083","436121","12794","42147","5329","1577","786","539633","15074","18767","4183","323","464","60145","6458","9496","2189","184","250","1590","909","3451","960","191","273","45233","5525","50038","6767","959954","7454","743073","9818","445238","11517","56118","4779","6035","1493","224803","8648","8810","1663","2069","1035","59583","5210","16600","2922","424","353","9217","2269","2414","889","872","612","30056","3717","157298","8320","1708245","6088","1344349","11613","881771","15491","124805","6744","46622","4869","269285","9997","13944","2356","7922","1893","171991","8306","34923","3991","8369","1685","6416","1596","56143","4553","5427","1327","3977","1067","56736","4522","191905","9280","722740","3566","274450","8467","18262","2385","3155","1252","251951","8392","423","455","659","475","443278","8898","580","318","116584","6046","102108","5532","70340","4915","80","137","17585","2037","136001","6837","5012","1260",
"0400000US23","Maine","1327623","956","261737","2156","224877","3807","133224","5345","12628","2563","88","98","74570","5422","3928","1453","439","513","22197","3379","3022","1110","115","188","164","134","1892","970","183","288","16821","2665","14663","2760","250775","2942","195422","4685","140121","5139","21118","2510","893","470","29516","2876","2743","986","1031","586","20777","2360","4443","1115","70","115","3360","1063","1745","781","49","63","11110","1598","34576","3629","537527","2148","423828","5397","313206","6240","46772","3734","10260","1629","45432","3921","5066","1248","3092","909","56681","3567","7302","1358","3369","875","1924","607","17478","1956","2363","919","2443","802","21802","2313","57018","3778","277584","1334","83424","3451","7245","1481","859","575","74941","3276","155","149","224","167","193880","3325","110","157","43181","2778","54774","3241","25362","2674","83","127","9270","1451","61100","3153","280","164",
"0400000US24","Maryland","5945846","2328","1410735","4426","1266547","8594","736351","14393","61256","5835","8927","3500","419381","14461","40268","4151","364","413","96406","6903","18595","3320","415","407","6386","1863","16088","3192","1102","1256","53820","5604","47782","6397","1227431","5534","1022190","9593","737589","11139","94150","5626","5445","1832","167049","8115","15386","2053","2571","897","72967","5806","25745","3826","1472","898","6363","1794","6431","1268","59","94","32897","3508","132274","8034","2370567","5679","1989784","11940","1525751","14532","157687","8260","35320","4214","226030","9659","38400","3929","6596","1440","213192","8201","54766","4988","15410","2209","4548","1212","34408","3652","19251","2527","3058","981","81751","4635","167591","8589","937113","2821","248636","6780","41989","3312","6646","1555","199227","6776","648","499","126","104","679293","7745","1205","472","273802","7127","130768","5134","56930","4030","56","88","11210","1489","205322","6710","9184","1850",
"0400000US25","Massachusetts","6820969","1160","1446247","4796","1313181","8939","832129","14989","60592","5166","816","624","412205","13769","7342","1874","97","159","111043","7476","22472","3874","236","203","2751","1250","1895","966","0","216","83689","6254","22023","2813","1571424","6051","1377769","10304","957661","12644","151966","7648","3392","1517","257559","9402","5311","1665","1880","862","105676","5066","43049","4486","1233","571","8826","1655","2322","727","847","453","49399","3327","87979","7296","2666596","4364","2343915","10575","1769587","15639","174042","8614","22538","2973","364487","12860","8250","1588","5011","1305","233390","9111","57944","5032","11515","1839","5153","1274","64939","4554","3492","1413","3329","931","87018","4896","89291","5496","1136702","2668","329018","9284","50360","3978","5835","1424","272595","8393","0","216","228","220","802898","9010","1627","675","236460","8024","227820","7640","113325","6788","0","216","14404","2199","209262","6896","4786","1279",
"0400000US26","Michigan","9879486","1274","2280491","5431","2037071","9223","1214418","15953","91618","6612","3368","1246","717536","16301","10083","2225","48","84","165456","7936","25533","3710","640","326","5377","1314","5587","1286","1642","1143","126677","6955","77964","6247","2082616","6398","1740599","12841","1205316","15600","144851","6484","5913","1164","372782","9485","6947","1322","4790","1342","124120","6133","37075","3276","2951","909","12821","2100","3443","788","2450","719","65380","4630","217897","8435","3786396","4876","3152202","13585","2329144","16867","273391","8313","69281","4133","453829","10339","12893","1966","13664","1530","364082","10239","72350","4645","35534","2681","15258","1826","104772","4902","8281","1412","10395","1452","117492","5408","270112","9029","1729983","3386","411359","8230","32836","2472","4311","1002","373409","7928","156","218","647","332","1313457","8859","1011","383","499455","7285","338134","8624","111661","5459","410","358","28669","2225","334117","7589","5167","1130",
"0400000US27","Minnesota","5580828","759","1378383","3817","1249125","10598","824156","13181","55586","4636","965","480","360179","11799","7884","1923","355","276","86871","6424","11921","1732","570","331","1174","448","3891","1179","65","84","69250","6041","42387","5331","1167499","5335","1004425","7900","758100","8671","73411","4618","3493","968","160720","5911","5725","1262","2976","872","61995","3793","22954","2725","968","417","5968","1283","3285","851","414","294","28406","2827","101079","6614","2143024","5113","1873935","10285","1476190","12304","149314","6272","25129","2872","208991","7340","8427","1319","5884","1038","142601","5677","40430","2710","6446","1010","9312","1223","26178","2258","5528","1013","3113","699","51594","3534","126488","6676","891922","2808","228218","5687","22026","2088","3700","838","201803","5476","118","95","571","288","661046","6353","417","237","107267","3956","320787","6556","43626","3151","0","149","22566","1690","166383","4800","2658","774",
"0400000US28","Mississippi","2904609","2077","744641","5658","662802","7430","262089","12280","29327","3918","643","556","354324","11957","16419","3485","0","226","36126","4384","6009","1569","184","230","2892","1629","5203","1879","51","92","21787","3075","45713","5180","590127","7458","408039","7640","291895","8987","41154","3551","1079","524","63552","5289","8884","2216","1475","759","31197","4645","10217","2701","264","269","4622","1433","3662","1422","202","205","12230","2646","150891","7764","1096346","7617","797526","11125","580511","12939","77420","4727","32390","3437","84073","6945","15916","3086","7216","1632","120068","6336","20234","2844","4534","1031","4302","1394","43904","4203","5474","1653","2717","900","38903","3765","178752","9237","473495","2877","159239","6467","6673","1450","1139","564","150656","6115","55","97","716","618","312740","6508","374","318","51989","4212","98438","5709","58920","4098","0","226","12955","1540","90064","5454","1516","583",
"0400000US29","Missouri","6020665","2166","1446554","5654","1281805","8597","756206","13770","83153","6678","4104","1981","419171","13101","18636","3195","535","441","70063","5791","12660","2563","334","340","2640","1364","8760","1957","250","358","45419","4906","94686","7154","1268067","6568","977647","11194","774393","11997","97672","7540","3274","925","86407","5936","11294","1960","4607","1170","60714","4684","20036","2679","1501","794","7723","1713","6137","1526","588","347","24729","3070","229706","10524","2283863","5748","1810720","12944","1427964","15338","168217","7398","58458","3957","120114","6505","21162","2790","14805","1884","199035","6651","36845","2923","13867","1769","10642","1685","55071","3581","10554","1793","5150","1125","66906","4489","274108","10833","1022181","2987","371475","9185","18590","2127","2989","870","349256","8977","79","111","561","370","645504","9516","352","223","156768","6419","226099","6126","56847","3656","219","233","31016","3017","174203","5963","5202","1383",
"0400000US30","Montana","1053646","851","241743","2147","205470","3586","97948","4940","15517","2561","315","277","87068","4977","4568","1407","54","86","21239","2841","4607","1675","0","177","369","446","2535","1246","157","152","13571","2375","15034","2170","212611","2511","169674","3837","104105","4896","26426","3319","436","350","34798","3551","2678","947","1231","705","16642","2229","5199","1587","364","267","1194","435","1277","598","468","419","8140","1626","26295","2966","396092","2440","309892","4788","210739","6377","43453","3621","7857","1358","39793","3174","4538","1326","3512","1216","40890","3232","8317","2136","1764","645","1673","577","7431","1172","2383","782","1244","538","18078","1944","45310","3378","203200","1562","65855","3450","3254","818","641","318","61744","3054","95","110","121","162","136843","3538","124","127","22706","2101","53635","2716","10511","1591","0","177","9982","1510","39885","2917","502","237",
"0400000US31","Nebraska","1904211","1300","502094","2665","442954","5095","281456","7220","32183","3493","864","894","120709","6986","7595","1775","147","142","30746","3250","10846","2310","194","177","723","422","3941","1145","165","185","14877","2330","28394","4008","407429","3706","320306","5530","252491","5781","39087","3019","1091","539","21236","2313","5278","1183","1123","560","28986","3426","12728","1855","132","145","2493","742","2884","921","192","202","10557","1752","58137","3654","693698","3302","559633","6667","451665","6941","63831","4085","7909","1419","24956","2487","8493","1592","2779","723","63141","3710","21159","2422","2797","728","1513","755","10980","1550","4110","882","1628","528","20954","2384","70924","4749","300990","1881","103342","3522","7935","930","1023","491","94213","3591","66","84","105","110","197180","3794","517","339","31380","2099","81191","3303","15191","1938","86","105","8272","1257","60543","2964","468","278",
"0400000US32","Nevada","3043419","1941","724678","2791","634231","7368","363431","11508","39696","5079","975","638","217026","8461","12851","2922","252","371","32461","4282","6147","1797","92","112","452","352","5310","2007","186","304","20274","3406","57986","6331","650688","3984","501172","5989","365731","7687","40396","4469","2203","1199","82510","5609","7512","1610","2820","965","33131","3206","11411","2304","502","364","2310","929","3374","1238","316","275","15218","2291","116385","6331","1174285","3633","913135","8978","669617","11469","86102","5441","21999","2416","114836","6550","12888","2267","7693","1474","94142","4801","18925","2519","4230","931","1994","789","16171","2261","8045","1749","2796","929","41981","3320","167008","7809","493768","1577","205898","5677","12394","1773","3142","1162","189603","5565","391","459","368","226","281618","5773","299","274","64946","4179","71495","4429","37848","3586","45","74","18691","1824","88294","4506","6252","1786",
"0400000US33","New Hampshire","1343337","756","276888","2180","256319","3915","170119","5428","12938","2080","609","429","69358","5935","3295","1346","0","195","10393","2271","1178","574","0","195","417","430","613","532","61","72","8124","2102","10176","2403","269894","2923","224267","4524","168841","4825","21927","2278","1450","574","29387","3431","2000","691","662","389","13171","2195","4518","1350","162","173","1573","630","581","385","292","207","6045","1364","32456","3278","551108","2719","475323","6249","378868","7743","43059","4070","13556","1825","33688","3492","3670","899","2482","869","34863","3442","7092","1205","2577","833","2119","1193","7401","1753","1413","611","946","591","13315","2022","40922","4705","245447","1596","74699","3848","7529","1496","415","250","66316","3931","114","150","325","414","170278","4178","0","195","49609","3304","60006","3623","8604","1434","0","195","6991","1445","45068","2579","470","346",
"0400000US34","New Jersey","8775976","1983","2041577","4577","1864618","9767","1166653","15631","104124","8502","7974","2418","571804","15751","13345","2735","718","636","88838","7188","20822","3030","547","389","6119","1585","4594","1519","298","383","56458","5838","88121","7658","1764179","5436","1454827","11069","1090286","14614","126767","6713","7444","1821","222481","9179","5733","1182","2116","816","67725","4613","27512","3049","1646","799","6856","1540","2500","967","303","202","28908","2964","241627","10640","3533939","3757","2974671","14015","2357475","16820","245086","10418","57919","4335","298695","9580","9883","2227","5613","1483","211753","7107","61771","4376","21107","2317","7926","1427","43721","3674","5204","1331","2893","750","69131","3999","347515","11844","1436281","1873","492564","11319","56145","4831","7054","1452","428985","11128","26","44","354","302","928639","11350","937","340","351867","8814","245864","7791","114469","6104","49","89","14707","1885","200746","5179","15078","2582",
"0400000US35","New Mexico","2058918","1889","501566","2978","432958","6831","154025","9133","16387","3487","944","665","251904","8253","9053","2042","645","744","39771","4976","4367","1595","116","108","2352","1219","2878","1007","23","39","30035","4464","28837","4372","428565","4722","324931","7075","167017","7308","21182","3031","1356","716","129000","6974","5271","1392","1105","642","32566","3272","6939","1687","131","144","4085","1404","2102","732","305","460","19004","2926","71068","6027","755637","4075","566262","7197","351321","9472","45591","3916","17038","2525","140365","6697","8227","1753","3720","1288","87436","4933","14486","2023","3600","944","855","406","23133","2852","3737","1028","2364","700","39261","3759","101939","6882","373150","2250","124390","5270","7687","1507","1642","612","114472","5162","189","166","400","342","245448","5475","153","156","68873","3688","45198","3856","41338","3466","11","18","12992","1830","76883","4529","3312","1029",
"0400000US36","New York","19212803","2719","4264419","7234","3861218","16784","2027897","28582","286557","14348","4577","1383","1520728","27613","20963","3570","496","410","302406","14362","56866","6063","1944","716","9061","2117","8063","1805","303","220","226169","13312","100795","8269","4318696","8635","3677752","16658","2404393","21298","369477","12647","11929","1642","872267","15294","13603","2159","6083","1496","254007","8695","91219","5862","5058","1067","22519","2499","3152","708","2349","831","129710","7197","386937","12662","7429260","5806","6314792","22516","4490592","29945","511454","13574","99890","6104","1181275","19155","15869","2315","15712","2703","621053","14494","148346","7409","40825","3548","20792","2836","153698","7230","9207","1540","10245","1673","237940","9758","493415","14638","3200428","3525","972625","16030","121460","7264","11604","1964","838126","15099","186","186","1249","629","2202422","16946","4422","1102","796790","13544","441577","10388","445189","11927","23","29","40639","3249","473782","11770","25381","3054",
"0400000US37","North Carolina","10281062","4093","2454735","7640","2183696","14001","1051400","20868","128303","8033","4532","1398","924260","18114","74016","6259","1185","835","129511","9273","21713","3978","478","325","4438","1815","20525","4177","786","817","81571","7572","141528","9310","2136877","12858","1598990","18297","1142049","18609","195963","9058","6336","1679","201078","8116","45911","4088","7653","1918","116208","5983","31504","2918","718","550","9034","1961","13837","2406","714","427","60401","5292","421679","13632","3977577","8961","3009683","18136","2262341","22566","361636","12083","83531","5612","219637","9427","52337","4071","30201","3826","385845","11139","74256","4867","23389","2946","17322","2534","88074","4556","24160","3085","9618","1792","149026","7393","582049","14823","1711873","4387","554489","9541","29634","2242","5638","1356","517324","9107","741","511","1152","642","1145360","9843","470","295","275409","8455","362263","8710","117655","7215","370","299","44384","3421","344809","8948","12024","2461",
"0400000US38","North Dakota","744172","1649","187129","2903","158472","4284","112105","4621","12135","1902","183","218","29700","3678","4349","1383","0","165","14123","2964","3413","1436","111","175","137","125","2287","1183","0","165","8175","2218","14534","2840","179227","3895","149693","4436","112113","5080","20524","2772","38","53","13623","2439","3236","1296","159","150","12126","2312","5480","1467","134","110","645","484","2505","1105","32","53","3330","1049","17408","2671","264027","3216","218602","3795","167084","5501","29855","2915","2283","558","15046","2446","3168","951","1166","706","26606","2786","7289","1376","1098","349","1263","482","4155","1295","1857","583","1183","640","9761","1673","18819","2244","113789","1211","30139","2298","2910","829","192","158","26884","2245","0","165","153","158","83087","2691","146","126","12097","1622","37470","2370","4721","1025","18","33","4385","952","24250","2291","563","290",
"0400000US39","Ohio","11514951","1996","2736050","6968","2435916","13647","1461122","21059","93549","5916","3537","1329","856082","18925","21051","3912","575","394","169105","8454","26644","3468","1206","887","5878","1780","10482","2421","383","301","124512","6993","131029","9237","2402262","8015","2006542","13205","1441164","14287","136469","6099","7605","1704","401918","13072","13854","2590","5532","1426","120641","6617","38392","3356","1329","553","11995","1811","6947","1600","967","533","61011","4895","275079","10750","4403077","6295","3704775","15489","2798610","21956","249616","9134","98619","6028","515744","13423","22101","2740","20085","2736","356150","9288","83620","4296","28364","2595","13206","1707","90342","5045","13627","2478","15409","1848","111582","5618","342152","13466","1973562","3597","680478","9605","47357","3807","7758","1756","624329","10337","201","143","833","388","1283582","10017","1131","391","384197","8595","408680","9376","112472","5967","165","234","45610","2847","331327","8352","9502","1837",
"0400000US40","Oklahoma","3871658","2168","1005168","3251","850180","8021","397529","9355","45267","4001","14836","3278","370533","9527","21464","3524","551","379","68709","5781","8565","1827","218","178","3219","806","10934","2901","646","580","45127","4233","86279","5970","833274","5112","579042","8229","439372","8969","64164","4004","4735","1716","55123","3375","12555","1897","3093","717","46056","3361","16835","2734","394","284","4568","1191","3595","878","915","566","19749","2324","208176","6974","1417413","4499","1026922","9890","780570","11537","106157","5370","40826","2962","68892","4039","18645","2052","11832","1448","136431","4847","26166","2623","7890","1215","5786","939","28590","2245","12253","1737","4067","919","51679","3011","254060","7645","615803","2503","189148","5841","14137","1894","2289","700","171492","5597","134","151","1096","448","422335","5819","602","474","99237","4217","138853","5258","35457","2634","267","194","23946","1787","123973","3877","4320","971",
"0400000US41","Oregon","4175002","1934","914386","3711","821226","8364","471923","13178","42142","4260","1945","936","297983","12936","7198","2176","35","60","55645","6436","9778","2745","372","369","2255","993","2261","987","250","244","40729","5532","37515","5097","892922","5918","728444","8688","508829","9973","61576","4529","2212","839","150416","7546","3482","1016","1929","831","55485","4423","12787","2023","862","792","4733","1321","3268","1150","1626","661","32209","3390","108993","6654","1610753","4853","1331432","10177","957089","15701","133416","6870","25725","3139","195878","9022","8331","1483","10993","2066","131230","5524","22522","2115","5225","1162","6174","1243","25405","2758","4464","1188","5798","1365","61642","4235","148091","8548","756941","3096","256001","8239","17610","2398","2292","863","235171","7802","22","36","906","552","496119","8251","296","168","105580","5416","184326","6510","49599","3738","76","128","23026","2205","133216","5520","4821","1450",
"0400000US42","Pennsylvania","12593136","2228","2803506","5840","2462783","15295","1437818","19317","117878","6781","2875","1306","884973","16729","18077","3529","1162","688","212816","9701","25740","2886","2316","1031","7028","1604","7057","2014","157","194","170518","9543","127907","9488","2617022","6929","2211370","14067","1599861","15831","194327","9398","7390","1591","391819","10690","12579","2141","5394","1163","146234","7782","50909","3993","1987","792","14135","2214","5366","1240","724","340","73113","5410","259418","11374","4863648","5470","4104148","16886","3122107","23343","353440","11094","87815","5096","499244","13329","23430","2985","18112","2582","431174","10802","87467","4955","24606","2683","22252","2670","110743","6048","10700","1664","11248","1611","164158","6247","328326","12265","2308960","3621","650633","11412","57584","3377","8490","1744","584192","10903","135","147","232","190","1647530","12090","1715","544","438868","9026","606607","10264","147045","6847","120","118","40507","2850","412668","7569","10797","1853",
"0400000US44","Rhode Island","1043753","834","220276","2180","191111","5207","120948","6047","14651","2751","295","413","53443","5901","1741","689","33","47","24984","4573","4311","1901","0","222","1626","1003","1408","915","0","222","17639","4133","4181","1611","236505","2508","198062","5405","135335","6502","24070","2649","226","372","37252","3836","731","439","448","387","19481","3650","7097","2152","382","352","1555","759","532","501","157","256","9758","2441","18962","3858","406431","1943","348078","5362","262280","7056","30332","3598","7430","1795","44885","3902","2410","946","741","457","39641","3906","8857","1898","2940","1514","1208","707","12600","3175","1542","578","146","175","12348","2211","18712","3008","180541","1121","59254","3642","6239","1258","749","396","51971","3513","70","85","225","354","120422","3893","180","230","27465","2841","36348","3068","17269","2104","0","222","5261","1163","33899","2807","865","452",
"0400000US45","South Carolina","5048513","3456","1181973","4869","1034491","10439","500313","14675","57909","6613","2282","1126","446881","13182","27037","4379","69","98","78652","6523","13189","2528","331","384","2198","1039","11769","2650","175","181","50990","5484","68830","7261","1023438","6901","771748","12253","556744","13555","83683","4605","3558","1300","108131","6957","16957","2792","2675","1229","57130","5436","16003","2913","632","380","4657","1531","6544","1595","366","293","28928","4094","194560","9955","1926041","5788","1445881","14722","1073339","17466","157323","7346","49262","4331","120205","7075","31990","4164","13762","2335","200213","8844","36662","3768","13072","1866","7275","1486","41902","3484","17185","2992","5483","1382","78634","5804","279947","10900","917061","2834","283990","7763","16381","2526","1699","678","264875","7490","424","289","611","448","628742","7994","72","117","156108","6392","167282","6728","63759","4843","341","466","24760","2549","216420","6702","4329","1154",
"0400000US46","South Dakota","867305","718","226171","2146","195386","4076","113951","5114","19065","2683","777","480","57289","4696","4285","1254","19","41","13148","2146","3262","1129","36","46","36","39","1382","737","23","33","8409","1827","17637","3254","178160","2978","134186","3576","105874","4198","15990","1968","611","393","8944","1509","2612","790","155","130","11449","2491","4443","1269","107","108","1676","1494","1234","762","224","282","3765","1054","32525","2773","315549","2388","246766","3880","187550","4734","35680","3136","5340","1091","11836","2430","3818","1167","2542","672","31000","3139","6382","1161","1015","457","1452","582","6578","1694","2407","837","792","515","12374","2001","37783","3314","147425","1338","53395","3203","3939","944","490","257","48750","3111","83","130","133","165","93638","3413","0","167","11840","1677","43502","2688","4998","1097","0","167","5920","995","27378","2246","392","261",
"0400000US47","Tennessee","6719315","2809","1600213","6797","1414440","12715","731977","17736","72345","7053","1274","790","575316","18731","32416","5011","1112","893","105301","8299","16253","2707","1432","1108","3185","1287","15102","3619","0","216","69329","6617","80472","7233","1427263","7742","1103817","12189","792655","12919","111370","6291","3752","1156","173796","7955","17993","2587","4251","1175","79391","5503","25045","2684","1321","750","6278","1368","6623","1625","637","409","39487","3923","244055","11252","2580552","5966","1975086","16544","1461071","16582","199690","8717","59067","4751","207541","8717","28761","3110","18956","2942","253997","9183","53657","4726","14486","2024","9926","1710","59681","4274","15578","2361","7106","1746","93563","5393","351469","12037","1111287","3877","388897","9518","22707","2439","2204","724","362852","9016","272","211","862","456","716739","10249","863","580","150231","6392","231937","8326","79218","4902","164","169","33710","3097","220616","7435","5651","1421",
"0400000US48","Texas","28514428","5539","7808139","10738","6496032","31128","3329910","40712","369169","14384","25668","4521","2635274","40172","130752","10766","5259","2136","316783","16485","65909","6716","2233","971","14284","3222","36203","4892","2017","1263","196137","12906","995324","25176","6446415","15066","4296756","34720","3398660","36080","442458","15944","16686","3043","351847","13925","64802","5533","22303","3470","267569","11441","98073","6453","2616","912","25412","3911","20745","3628","2051","843","118672","7416","1882090","31169","10606550","13332","7550810","40297","5966198","39749","801601","20719","182439","9500","436952","13959","103273","5374","60347","5806","764082","17900","184393","8988","34553","3369","19091","3129","156096","6548","48571","4451","17090","2476","304288","11045","2291658","36000","3653324","7430","1404865","18791","113912","6568","24029","3873","1262160","17868","1438","497","3326","1293","2183571","20329","3259","1069","571088","14531","551715","13425","350294","11136","870","573","92410","5142","613935","11871","64888","6679",
"0400000US49","Utah","3178394","1835","982566","3428","855850","7422","613133","13084","100030","8432","259","157","130311","9169","12117","2430","0","198","45099","5201","10370","2827","257","273","1119","872","4503","1665","123","150","28727","3967","81617","6730","770450","5357","627314","9357","505421","10267","79654","5845","1733","812","32718","3681","6838","1888","950","607","37963","4119","17149","2624","779","687","1998","952","3121","1020","143","165","14773","2063","105173","6618","1063759","3708","876915","8183","706801","9179","109326","6049","7508","1309","40608","3403","10127","1198","2545","679","70191","4612","16579","2230","3092","636","1325","586","14768","2261","5935","1837","870","369","27622","2860","116653","7742","361619","1827","128621","5393","11646","1619","1584","982","114751","5207","38","66","602","520","229585","5353","35","57","62181","4032","76699","5095","16657","2089","125","149","8371","1932","65517","3558","3413","1218",
